"","geo","model","value","X"
"2132","modern","FAVEE",0.0058010636898616,"modern_FAVEE"
"2133","modern","FAVEE",-0.0148264619428161,"modern_FAVEE"
"2134","modern","FAVEE",0.00194831950525961,"modern_FAVEE"
"2135","modern","FAVEE",0.00844015876643785,"modern_FAVEE"
"2136","modern","FAVEE",0.00767492787903077,"modern_FAVEE"
"2137","modern","FAVEE",-0.00682387001123174,"modern_FAVEE"
"2138","modern","FAVEE",0.00426576346387001,"modern_FAVEE"
"2139","modern","FAVEE",0.0175786687494715,"modern_FAVEE"
"2140","modern","FAVEE",-0.00743217570985304,"modern_FAVEE"
"2141","modern","FAVEE",-0.0022834708753487,"modern_FAVEE"
"2142","modern","FAVEE",-0.0003402275873928,"modern_FAVEE"
"2143","modern","FAVEE",-0.00222676866865342,"modern_FAVEE"
"2144","modern","FAVEE",-0.00626802937295119,"modern_FAVEE"
"2145","modern","FAVEE",0.0182295495285369,"modern_FAVEE"
"2146","modern","FAVEE",0.000948925718025388,"modern_FAVEE"
"2147","modern","FAVEE",0.000828502615639558,"modern_FAVEE"
"2148","modern","FAVEE",0.00552384310316337,"modern_FAVEE"
"2149","modern","FAVEE",-0.00825779853989991,"modern_FAVEE"
"2150","modern","FAVEE",0.006970586257246,"modern_FAVEE"
"2151","modern","FAVEE",0.00693321450196185,"modern_FAVEE"
"2152","modern","FAVEE",-0.0112445443140385,"modern_FAVEE"
"2153","modern","FAVEE",-0.000160736293698087,"modern_FAVEE"
"2154","modern","FAVEE",-0.00531336536308426,"modern_FAVEE"
"2155","modern","FAVEE",-0.00153504333970721,"modern_FAVEE"
"2156","modern","FAVEE",0.0031821241293486,"modern_FAVEE"
"2157","modern","FAVEE",0.00575722270153659,"modern_FAVEE"
"2158","modern","FAVEE",-0.0148418061963962,"modern_FAVEE"
"2159","modern","FAVEE",-0.00809206924278075,"modern_FAVEE"
"2160","modern","FAVEE",-0.00432125604356576,"modern_FAVEE"
"2161","modern","FAVEE",0.00343680383951884,"modern_FAVEE"
"2162","modern","FAVEE",0.00761914483203006,"modern_FAVEE"
"2163","modern","FAVEE",-0.0047755075886096,"modern_FAVEE"
"2164","modern","FAVEE",0.00395447751712932,"modern_FAVEE"
"2165","modern","FAVEE",0.0122584337948505,"modern_FAVEE"
"2166","modern","FAVEE",0.0164820666864389,"modern_FAVEE"
"2167","modern","FAVEE",-0.00410695276612218,"modern_FAVEE"
"2168","modern","FAVEE",-0.0195781858446223,"modern_FAVEE"
"2169","modern","FAVEE",-0.00686202998295844,"modern_FAVEE"
"2170","modern","FAVEE",0.00682463780064062,"modern_FAVEE"
"2171","modern","FAVEE",-0.0168648963725081,"modern_FAVEE"
"2172","modern","FAVEE",0.0128736007607792,"modern_FAVEE"
"2173","modern","FAVEE",-0.0079885817991088,"modern_FAVEE"
"2174","modern","FAVEE",0.000102157782990558,"modern_FAVEE"
"2175","modern","FAVEE",0.00286455250876669,"modern_FAVEE"
"2176","modern","FAVEE",-0.0068121194666506,"modern_FAVEE"
"2177","modern","FAVEE",-0.0117780998256619,"modern_FAVEE"
"2178","modern","FAVEE",-0.00415480233962523,"modern_FAVEE"
"2179","modern","FAVEE",-0.000199327079803934,"modern_FAVEE"
"2180","modern","FAVEE",-0.00272835300313564,"modern_FAVEE"
"2181","modern","FAVEE",-0.00123011128003144,"modern_FAVEE"
"2182","modern","FAVEE",0.00053994940044547,"modern_FAVEE"
"2183","modern","FAVEE",-0.00264786117187617,"modern_FAVEE"
"2184","modern","FAVEE",0.00914897052776649,"modern_FAVEE"
"2185","modern","FAVEE",-0.0139400226344352,"modern_FAVEE"
"2186","modern","FAVEE",-0.00512631629421356,"modern_FAVEE"
"2187","modern","FAVEE",0.0104480218816176,"modern_FAVEE"
"2188","modern","FAVEE",-0.00716728333515689,"modern_FAVEE"
"2189","modern","FAVEE",0.00417589187399029,"modern_FAVEE"
"2190","modern","FAVEE",-0.00746318383332602,"modern_FAVEE"
"2191","modern","FAVEE",0.0121457022803369,"modern_FAVEE"
"2192","modern","FAVEE",0.00952997391201993,"modern_FAVEE"
"2193","modern","FAVEE",0.0143380824497532,"modern_FAVEE"
"2194","modern","FAVEE",-0.00751770361460735,"modern_FAVEE"
"2195","modern","FAVEE",-0.00830940370451305,"modern_FAVEE"
"2196","modern","FAVEE",-0.00195704653634354,"modern_FAVEE"
"2197","modern","FAVEE",0.0092733471845039,"modern_FAVEE"
"2198","modern","FAVEE",-0.0161088698666993,"modern_FAVEE"
"2199","modern","FAVEE",0.00823003578626064,"modern_FAVEE"
"2200","modern","FAVEE",-0.000423345556739216,"modern_FAVEE"
"2201","modern","FAVEE",0.0033354400118593,"modern_FAVEE"
"2202","modern","FAVEE",-0.00522480417167616,"modern_FAVEE"
"2203","modern","FAVEE",-0.00368039536374916,"modern_FAVEE"
"2204","modern","FAVEE",0.000941752135862403,"modern_FAVEE"
"2205","modern","FAVEE",-0.0145360127636552,"modern_FAVEE"
"2206","modern","FAVEE",-0.00405844211244317,"modern_FAVEE"
"2207","modern","FAVEE",0.00678383856525039,"modern_FAVEE"
"2208","modern","FAVEE",0.00703613609691385,"modern_FAVEE"
"2209","modern","FAVEE",0.0123335231444743,"modern_FAVEE"
"2210","modern","FAVEE",0.00740412302870525,"modern_FAVEE"
"2211","modern","FAVEE",0.00749940437326743,"modern_FAVEE"
"2212","modern","FAVEE",-0.0170485490990042,"modern_FAVEE"
"2213","modern","FAVEE",-0.00754136996671103,"modern_FAVEE"
"2214","modern","FAVEE",0.00238166271707991,"modern_FAVEE"
"2215","modern","FAVEE",0.0137653267786648,"modern_FAVEE"
"2216","modern","FAVEE",-0.00333339563228209,"modern_FAVEE"
"2217","modern","FAVEE",0.0132070244413389,"modern_FAVEE"
"2218","modern","FAVEE",-0.00574032343646685,"modern_FAVEE"
"2219","modern","FAVEE",-0.00124466947635479,"modern_FAVEE"
"2220","modern","FAVEE",0.00256997280725322,"modern_FAVEE"
"2221","modern","FAVEE",0.00135006075365739,"modern_FAVEE"
"2222","modern","FAVEE",0.000383212771079002,"modern_FAVEE"
"2223","modern","FAVEE",0.0140816361278892,"modern_FAVEE"
"2224","modern","FAVEE",0.00923855574143006,"modern_FAVEE"
"2225","modern","FAVEE",0.00840647651981551,"modern_FAVEE"
"2226","modern","FAVEE",-0.00344040198053073,"modern_FAVEE"
"2227","modern","FAVEE",0.00349623252961808,"modern_FAVEE"
"2228","modern","FAVEE",0.0145721123891942,"modern_FAVEE"
"2229","modern","FAVEE",0.00752491106189431,"modern_FAVEE"
"2230","modern","FAVEE",-0.00151035717007823,"modern_FAVEE"
"2231","modern","FAVEE",-0.0216206849983221,"modern_FAVEE"
"2232","modern","FAVEE",0.00576374415278036,"modern_FAVEE"
"2233","modern","FAVEE",-0.00426740532576563,"modern_FAVEE"
"2234","modern","FAVEE",0.012338429269079,"modern_FAVEE"
"2235","modern","FAVEE",-0.00166321200960919,"modern_FAVEE"
"2236","modern","FAVEE",-0.00301704946325848,"modern_FAVEE"
"2237","modern","FAVEE",0.010588889660496,"modern_FAVEE"
"2238","modern","FAVEE",-0.00768631752707681,"modern_FAVEE"
"2239","modern","FAVEE",-0.00804190416983633,"modern_FAVEE"
"2240","modern","FAVEE",-0.00482270878135818,"modern_FAVEE"
"2241","modern","FAVEE",0.0011884425178087,"modern_FAVEE"
"2242","modern","FAVEE",-0.00753176945975749,"modern_FAVEE"
"2243","modern","FAVEE",0.0175560081517754,"modern_FAVEE"
"2244","modern","FAVEE",-0.00595524779232922,"modern_FAVEE"
"2245","modern","FAVEE",-0.00152666183516504,"modern_FAVEE"
"2246","modern","FAVEE",0.0075551036381787,"modern_FAVEE"
"2247","modern","FAVEE",0.0151443599697817,"modern_FAVEE"
"2248","modern","FAVEE",0.00716984924332536,"modern_FAVEE"
"2249","modern","FAVEE",-0.00889549791607562,"modern_FAVEE"
"2250","modern","FAVEE",-0.0111477804611717,"modern_FAVEE"
"2251","modern","FAVEE",-0.00553279443387295,"modern_FAVEE"
"2252","modern","FAVEE",-0.00502787549268252,"modern_FAVEE"
"2253","modern","FAVEE",-0.00807582026195819,"modern_FAVEE"
"2254","modern","FAVEE",-0.00811472461297453,"modern_FAVEE"
"2255","modern","FAVEE",0.00328887992681844,"modern_FAVEE"
"2256","modern","FAVEE",0.00888893737220551,"modern_FAVEE"
"2257","modern","FAVEE",0.00137812485576142,"modern_FAVEE"
"2258","modern","FAVEE",0.0050723313375621,"modern_FAVEE"
"2259","modern","FAVEE",-0.0121007466691857,"modern_FAVEE"
"2260","modern","FAVEE",-0.0127574144070032,"modern_FAVEE"
"2261","modern","FAVEE",-0.00133729073247501,"modern_FAVEE"
"2262","modern","FAVEE",0.000105146238129557,"modern_FAVEE"
"2263","modern","FAVEE",-0.00528781628623173,"modern_FAVEE"
"2264","modern","FAVEE",0.00740365482632011,"modern_FAVEE"
"2265","modern","FAVEE",0.00685019477556737,"modern_FAVEE"
"2266","modern","FAVEE",-0.00334150118720249,"modern_FAVEE"
"2267","modern","FAVEE",-0.00227974278544666,"modern_FAVEE"
"2268","modern","FAVEE",0.00491304249381051,"modern_FAVEE"
"2269","modern","FAVEE",-0.000847193294628904,"modern_FAVEE"
"2270","modern","FAVEE",0.0179499930721843,"modern_FAVEE"
"2271","modern","FAVEE",0.0153486540859569,"modern_FAVEE"
"2272","modern","FAVEE",0.00762231497128635,"modern_FAVEE"
"2273","modern","FAVEE",-0.0081143109016194,"modern_FAVEE"
"2274","modern","FAVEE",0.00119230285783833,"modern_FAVEE"
"2275","modern","FAVEE",0.00413073767457011,"modern_FAVEE"
"2276","modern","FAVEE",0.0102108059783614,"modern_FAVEE"
"2277","modern","FAVEE",0.00710520063642823,"modern_FAVEE"
"2278","modern","FAVEE",0.00673700264422911,"modern_FAVEE"
"2279","modern","FAVEE",-0.000594471568195267,"modern_FAVEE"
"2280","modern","FAVEE",0.00927027574276496,"modern_FAVEE"
"2281","modern","FAVEE",0.00272430944483041,"modern_FAVEE"
"2282","modern","FAVEE",-0.00699834122645241,"modern_FAVEE"
"2283","modern","FAVEE",-0.00844464152017219,"modern_FAVEE"
"2284","modern","FAVEE",0.0128754425178194,"modern_FAVEE"
"2285","modern","FAVEE",-0.00211020258228757,"modern_FAVEE"
"2286","modern","FAVEE",-0.00875137016444926,"modern_FAVEE"
"2287","modern","FAVEE",-0.00459397589278512,"modern_FAVEE"
"2288","modern","FAVEE",-0.00455294988606976,"modern_FAVEE"
"2289","modern","FAVEE",-0.0111512004409483,"modern_FAVEE"
"2290","modern","FAVEE",-0.00946564401230462,"modern_FAVEE"
"2291","modern","FAVEE",-0.00231229739730756,"modern_FAVEE"
"2292","modern","FAVEE",-0.00682871559340423,"modern_FAVEE"
"2293","modern","FAVEE",-0.0078006511574219,"modern_FAVEE"
"2294","modern","FAVEE",-0.00833679354404386,"modern_FAVEE"
"2295","modern","FAVEE",0.00262287055705549,"modern_FAVEE"
"2296","modern","FAVEE",0.0175616296203033,"modern_FAVEE"
"2297","modern","FAVEE",0.0206707312521834,"modern_FAVEE"
"2298","modern","FAVEE",0.00783943854307297,"modern_FAVEE"
"2299","modern","FAVEE",-0.0124026713240264,"modern_FAVEE"
"2300","modern","FAVEE",-0.0209509167986704,"modern_FAVEE"
"2301","modern","FAVEE",0.0221282811025681,"modern_FAVEE"
"2302","modern","FAVEE",0.00637344107728747,"modern_FAVEE"
"2303","modern","FAVEE",-0.00400420640614054,"modern_FAVEE"
"2304","modern","FAVEE",-0.00485169786727625,"modern_FAVEE"
"2305","modern","FAVEE",-0.00747581754170234,"modern_FAVEE"
"2306","modern","FAVEE",0.00922541499373532,"modern_FAVEE"
"2307","modern","FAVEE",-0.00655218319034528,"modern_FAVEE"
"2308","modern","FAVEE",-0.0191386863680545,"modern_FAVEE"
"2309","modern","FAVEE",-0.0142465498209991,"modern_FAVEE"
"2310","modern","FAVEE",-0.000174644518287986,"modern_FAVEE"
"2311","modern","FAVEE",0.00364167590721841,"modern_FAVEE"
"2312","modern","FAVEE",-0.00289188987440155,"modern_FAVEE"
"2313","modern","FAVEE",0.00404099779502155,"modern_FAVEE"
"2314","modern","FAVEE",-0.0047225053171705,"modern_FAVEE"
"2315","modern","FAVEE",-0.00793662789758561,"modern_FAVEE"
"2316","modern","FAVEE",0.000908135431891912,"modern_FAVEE"
"2317","modern","FAVEE",0.0174881198855226,"modern_FAVEE"
"2318","modern","FAVEE",0.0123123973869271,"modern_FAVEE"
"2319","modern","FAVEE",0.00604604851393246,"modern_FAVEE"
"2320","modern","FAVEE",0.00513705136805124,"modern_FAVEE"
"2321","modern","FAVEE",0.0181198668127221,"modern_FAVEE"
"2322","modern","FAVEE",-0.00535297511440525,"modern_FAVEE"
"2323","modern","FAVEE",-0.0029128992916109,"modern_FAVEE"
"2324","modern","FAVEE",0.0094403941247311,"modern_FAVEE"
"2325","modern","FAVEE",-0.00352401400567069,"modern_FAVEE"
"2326","modern","FAVEE",-0.00228096235606481,"modern_FAVEE"
"2327","modern","FAVEE",-0.0026834268250955,"modern_FAVEE"
"2328","modern","FAVEE",0.00248502748490848,"modern_FAVEE"
"2329","modern","FAVEE",-0.0167586561658687,"modern_FAVEE"
"2330","modern","FAVEE",-0.0116921619881276,"modern_FAVEE"
"2331","modern","FAVEE",0.00682627420775117,"modern_FAVEE"
"2332","modern","FAVEE",0.000799092943064347,"modern_FAVEE"
"2333","modern","FAVEE",0.00593015794019474,"modern_FAVEE"
"2334","modern","FAVEE",-0.00850354203366087,"modern_FAVEE"
"2335","modern","FAVEE",-0.00541833173535821,"modern_FAVEE"
"2336","modern","FAVEE",-0.00420638153718861,"modern_FAVEE"
"2337","modern","FAVEE",-0.00768874178129551,"modern_FAVEE"
"2338","modern","FAVEE",-0.0123928154081261,"modern_FAVEE"
"2339","modern","FAVEE",0.00367942012204559,"modern_FAVEE"
"2340","modern","FAVEE",0.000789460133555471,"modern_FAVEE"
"2341","modern","FAVEE",-0.00164191897198655,"modern_FAVEE"
"2342","modern","FAVEE",0.0189420678163204,"modern_FAVEE"
"2343","modern","FAVEE",-0.00233177166185422,"modern_FAVEE"
"2344","modern","FAVEE",0.00112909516650974,"modern_FAVEE"
"2345","modern","FAVEE",-0.000906539793617693,"modern_FAVEE"
"2346","modern","FAVEE",-0.00367294066128272,"modern_FAVEE"
"2347","modern","FAVEE",0.00796224254550033,"modern_FAVEE"
"2348","modern","FAVEE",0.00443645070605203,"modern_FAVEE"
"2349","modern","FAVEE",0.0262996222368831,"modern_FAVEE"
"2350","modern","FAVEE",0.0121139355439945,"modern_FAVEE"
"2351","modern","FAVEE",0.00169919591983786,"modern_FAVEE"
"2352","modern","FAVEE",-0.0137743969214117,"modern_FAVEE"
"2353","modern","FAVEE",-0.00627736481144275,"modern_FAVEE"
"2354","modern","FAVEE",0.00172264720567604,"modern_FAVEE"
"2355","modern","FAVEE",0.000719914777465478,"modern_FAVEE"
"2356","modern","FAVEE",-0.00816393356437347,"modern_FAVEE"
"2357","modern","FAVEE",-0.00534188332035228,"modern_FAVEE"
"2358","modern","FAVEE",-0.0138459923959673,"modern_FAVEE"
"2359","modern","FAVEE",-0.00897870833266483,"modern_FAVEE"
"2360","modern","FAVEE",0.005224788063014,"modern_FAVEE"
"2361","modern","FAVEE",-0.00179772615711577,"modern_FAVEE"
"2362","modern","FAVEE",-0.00543080628901599,"modern_FAVEE"
"2363","modern","FAVEE",-0.00282110971975176,"modern_FAVEE"
"2364","modern","FAVEE",0.00639976203463769,"modern_FAVEE"
"2365","modern","FAVEE",-0.00827282860354212,"modern_FAVEE"
"2366","modern","FAVEE",-0.0107230691058,"modern_FAVEE"
"2367","modern","FAVEE",-0.00820272833671265,"modern_FAVEE"
"2368","modern","FAVEE",-0.000831753497079016,"modern_FAVEE"
"2369","modern","FAVEE",-0.00994053274229749,"modern_FAVEE"
"2370","modern","FAVEE",0.00615362005746326,"modern_FAVEE"
"2371","modern","FAVEE",-0.0102355667535404,"modern_FAVEE"
"2372","modern","FAVEE",0.00307998089245156,"modern_FAVEE"
"2373","modern","FAVEE",-0.000550351448290518,"modern_FAVEE"
"2374","modern","FAVEE",0.00229517178706777,"modern_FAVEE"
"2375","modern","FAVEE",-0.00314800103949748,"modern_FAVEE"
"2376","modern","FAVEE",-0.00105008550263092,"modern_FAVEE"
"2377","modern","FAVEE",-0.0164666620324782,"modern_FAVEE"
"2378","modern","FAVEE",0.00461748309017026,"modern_FAVEE"
"2379","modern","FAVEE",-0.00831250929547935,"modern_FAVEE"
"2380","modern","FAVEE",-0.00221807760505854,"modern_FAVEE"
"2381","modern","FAVEE",0.0102643453756679,"modern_FAVEE"
"2382","modern","FAVEE",0.000700304881960884,"modern_FAVEE"
"2383","modern","FAVEE",-0.00934137886614742,"modern_FAVEE"
"2384","modern","FAVEE",-0.00642551398972033,"modern_FAVEE"
"2385","modern","FAVEE",0.0216119126527476,"modern_FAVEE"
"2386","modern","FAVEE",-0.00573140565836751,"modern_FAVEE"
"2387","modern","FAVEE",-0.00099141437421856,"modern_FAVEE"
"2388","modern","FAVEE",0.00563619337933922,"modern_FAVEE"
"2389","modern","FAVEE",0.0133651384607561,"modern_FAVEE"
"2390","modern","FAVEE",0.000997100305805501,"modern_FAVEE"
"2391","modern","FAVEE",-0.00225118147400147,"modern_FAVEE"
"2392","modern","FAVEE",0.00229108598258859,"modern_FAVEE"
"2393","modern","FAVEE",0.00818928967820416,"modern_FAVEE"
"2394","modern","FAVEE",-0.0123227442334837,"modern_FAVEE"
"2395","modern","FAVEE",0.00788127535245032,"modern_FAVEE"
"2396","modern","FAVEE",-0.00267428423598441,"modern_FAVEE"
"2397","modern","FAVEE",-0.00295375128500048,"modern_FAVEE"
"2398","modern","FAVEE",0.00692296050039284,"modern_FAVEE"
"2399","modern","FAVEE",-0.00237292435027076,"modern_FAVEE"
"2400","modern","FAVEE",-0.00165642594446886,"modern_FAVEE"
"2401","modern","FAVEE",0.00298540756194522,"modern_FAVEE"
"2402","modern","FAVEE",-0.0148852994137627,"modern_FAVEE"
"2403","modern","FAVEE",0.000151059306112215,"modern_FAVEE"
"2404","modern","FAVEE",-0.00447632339505957,"modern_FAVEE"
"2405","modern","FAVEE",0.0103664837828073,"modern_FAVEE"
"2406","modern","FAVEE",-0.00760382873309576,"modern_FAVEE"
"2407","modern","FAVEE",0.00484346162479689,"modern_FAVEE"
"2408","modern","FAVEE",0.00838578404834697,"modern_FAVEE"
"2409","modern","FAVEE",-0.0118512194580791,"modern_FAVEE"
"2410","modern","FAVEE",-0.00493105186446259,"modern_FAVEE"
"2411","modern","FAVEE",-0.0139595472989231,"modern_FAVEE"
"2412","modern","FAVEE",0.00644743648681173,"modern_FAVEE"
"2413","modern","FAVEE",0.0131532560851112,"modern_FAVEE"
"2414","modern","FAVEE",-0.00928440312470917,"modern_FAVEE"
"2415","modern","FAVEE",0.00097586079326136,"modern_FAVEE"
"2416","modern","FAVEE",-0.0131372812356488,"modern_FAVEE"
"2417","modern","FAVEE",0.00572118699926009,"modern_FAVEE"
