"","geo","model","value"
"5092","modern","Formality",0.00068304145316707
"5093","modern","Formality",-0.00821929508717585
"5094","modern","Formality",-0.00525157889895936
"5095","modern","Formality",0.000719899293830775
"5096","modern","Formality",0.00381809340111606
"5097","modern","Formality",0.000542203647196167
"5098","modern","Formality",-0.0201967618523472
"5099","modern","Formality",0.00571983014988436
"5100","modern","Formality",-0.00232675246410069
"5101","modern","Formality",-0.00608738609683459
"5102","modern","Formality",0.00515500377597382
"5103","modern","Formality",-0.0060708826730168
"5104","modern","Formality",-0.00656477624352662
"5105","modern","Formality",0.00183827069381772
"5106","modern","Formality",-0.015987038719507
"5107","modern","Formality",-0.00467124147436896
"5108","modern","Formality",0.00507003467417542
"5109","modern","Formality",-0.00268989816050145
"5110","modern","Formality",0.0200813347648783
"5111","modern","Formality",0.0094500655154802
"5112","modern","Formality",-0.00303481549935785
"5113","modern","Formality",0.0213518256311841
"5114","modern","Formality",0.0130941194248856
"5115","modern","Formality",0.0168167259610478
"5116","modern","Formality",-0.01381550952284
"5117","modern","Formality",-0.000657037043812924
"5118","modern","Formality",-0.00574884656654846
"5119","modern","Formality",-0.00671195347569994
"5120","modern","Formality",-0.0170010148518526
"5121","modern","Formality",0.00228399885308689
"5122","modern","Formality",0.0220806051162358
"5123","modern","Formality",-0.00268107882422641
"5124","modern","Formality",-0.00493281350434703
"5125","modern","Formality",0.00302473022679158
"5126","modern","Formality",-0.00131536576368413
"5127","modern","Formality",-0.0173405940300806
"5128","modern","Formality",0.00646642621302838
"5129","modern","Formality",0.00112643715202254
"5130","modern","Formality",-0.0200320297865339
"5131","modern","Formality",0.0116420251834703
"5132","modern","Formality",-0.0116529315148309
"5133","modern","Formality",-0.00308009507360362
"5134","modern","Formality",-0.00668282895769631
"5135","modern","Formality",-0.00841162018326378
"5136","modern","Formality",-0.0035376195465099
"5137","modern","Formality",0.00570882495054438
"5138","modern","Formality",-0.0116041020119184
"5139","modern","Formality",-0.00339685069243152
"5140","modern","Formality",-0.00129224906640723
"5141","modern","Formality",0.00116595644482446
"5142","modern","Formality",-0.0115187686895752
"5143","modern","Formality",-0.0156792357098539
"5144","modern","Formality",-0.0101270728115364
"5145","modern","Formality",-0.0084804566161671
"5146","modern","Formality",0.00230275626796232
"5147","modern","Formality",0.000479393700612238
"5148","modern","Formality",0.00487995484717109
"5149","modern","Formality",-0.0103099073770927
"5150","modern","Formality",-0.00221517636965998
"5151","modern","Formality",-0.021821798577057
"5152","modern","Formality",-0.0109987772112859
"5153","modern","Formality",0.00281825362838172
"5154","modern","Formality",-0.00534425436200621
"5155","modern","Formality",-0.00418958889612078
"5156","modern","Formality",0.0159398230943062
"5157","modern","Formality",-0.00897125289152957
"5158","modern","Formality",0.0185808459544288
"5159","modern","Formality",-0.00513514432405229
"5160","modern","Formality",0.00923135781160663
"5161","modern","Formality",0.000682231758508299
"5162","modern","Formality",-0.014409862534691
"5163","modern","Formality",0.00988469065861254
"5164","modern","Formality",-0.0116846756365436
"5165","modern","Formality",0.000388764435404282
"5166","modern","Formality",0.0160675971730112
"5167","modern","Formality",0.016307427622936
"5168","modern","Formality",0.0113004978230727
"5169","modern","Formality",-0.00145552453414488
"5170","modern","Formality",-0.00417616651673648
"5171","modern","Formality",-0.00926265901613575
"5172","modern","Formality",0.00421236001003525
"5173","modern","Formality",-0.00378454135907691
"5174","modern","Formality",0.00469262079419085
"5175","modern","Formality",0.00716006171111082
"5176","modern","Formality",-0.00834824265492922
"5177","modern","Formality",-0.00582279774117505
"5178","modern","Formality",0.00028149975194399
"5179","modern","Formality",0.00748468105605436
"5180","modern","Formality",-0.00228124199903064
"5181","modern","Formality",0.00638836136338015
"5182","modern","Formality",-0.00739314373959435
"5183","modern","Formality",0.00339566328231702
"5184","modern","Formality",0.00831101022394707
"5185","modern","Formality",-0.000813029975737896
"5186","modern","Formality",0.00206017899283089
"5187","modern","Formality",0.00243915569714825
"5188","modern","Formality",-2.93825407015567e-05
"5189","modern","Formality",0.00424852139965106
"5190","modern","Formality",-0.00474287697909214
"5191","modern","Formality",-0.00206633880887075
"5192","modern","Formality",-0.00368236712650013
"5193","modern","Formality",0.00750094731036298
"5194","modern","Formality",0.0238388850803516
"5195","modern","Formality",0.00361161566629264
"5196","modern","Formality",-0.00930832036851571
"5197","modern","Formality",-0.00364787760009782
"5198","modern","Formality",-0.0100555188728962
"5199","modern","Formality",-0.00898651833482961
"5200","modern","Formality",0.00503410747098321
"5201","modern","Formality",0.00268271025952765
"5202","modern","Formality",-0.00571939379548913
"5203","modern","Formality",0.0194268588847073
"5204","modern","Formality",0.00384263433709257
"5205","modern","Formality",-0.0110012679172873
"5206","modern","Formality",-0.00913551916983651
"5207","modern","Formality",0.0238862537236377
"5208","modern","Formality",0.00180670439241629
"5209","modern","Formality",-0.002079466857144
"5210","modern","Formality",-0.004591649767877
"5211","modern","Formality",-0.00668614080772306
"5212","modern","Formality",-0.00419600085391842
"5213","modern","Formality",-0.001297267781185
"5214","modern","Formality",-0.00448126071421639
"5215","modern","Formality",-0.00253107152455349
"5216","modern","Formality",-0.00117657452488653
"5217","modern","Formality",-0.0165099765772234
"5218","modern","Formality",0.003247562856181
"5219","modern","Formality",0.0159992632053617
"5220","modern","Formality",-0.0141991912917936
"5221","modern","Formality",0.0097609812186843
"5222","modern","Formality",-0.000591381034708584
"5223","modern","Formality",0.00551398588038749
"5224","modern","Formality",-0.00859179656387083
"5225","modern","Formality",0.0016735008422537
"5226","modern","Formality",-0.0113740411104636
"5227","modern","Formality",0.0114512146425494
"5228","modern","Formality",0.0270725503942302
"5229","modern","Formality",-0.0146752170319598
"5230","modern","Formality",-0.00995732254233143
"5231","modern","Formality",0.00916253362355939
"5232","modern","Formality",0.0169174467490966
"5233","modern","Formality",0.0139573285935063
"5234","modern","Formality",0.000165057108500679
"5235","modern","Formality",0.00166665190503338
"5236","modern","Formality",0.000616730443699293
"5237","modern","Formality",0.00816689747297965
"5238","modern","Formality",-0.00818494943072975
"5239","modern","Formality",-0.000508031407458742
"5240","modern","Formality",-0.00669597663751374
"5241","modern","Formality",0.0180042511942443
"5242","modern","Formality",-0.010761564177474
"5243","modern","Formality",0.00152940525113099
"5244","modern","Formality",0.000813904076634963
"5245","modern","Formality",-0.0152796961988548
"5246","modern","Formality",-0.00760859422652289
"5247","modern","Formality",0.00135574398626214
"5248","modern","Formality",0.000867551035484475
"5249","modern","Formality",0.00440468627094708
"5250","modern","Formality",0.00130979480873873
"5251","modern","Formality",3.53558996871926e-05
"5252","modern","Formality",-0.0104972970291062
"5253","modern","Formality",-0.00759258573921915
"5254","modern","Formality",0.0193751807339335
"5255","modern","Formality",0.00927865591202121
"5256","modern","Formality",-0.00229838880338325
"5257","modern","Formality",0.0149974908761441
"5258","modern","Formality",-0.000958897661749764
"5259","modern","Formality",0.0107860051090576
"5260","modern","Formality",-0.000198449427614504
"5261","modern","Formality",0.00839597409824311
"5262","modern","Formality",0.0186947983464362
"5263","modern","Formality",0.00576295525448967
"5264","modern","Formality",-0.000320309070376689
"5265","modern","Formality",-0.00211722354410996
"5266","modern","Formality",-0.000827254094886071
"5267","modern","Formality",-0.00745447035397375
"5268","modern","Formality",-0.00489944004969824
"5269","modern","Formality",-0.00870099079231848
"5270","modern","Formality",-0.00341931997490547
"5271","modern","Formality",0.0045584989650542
"5272","modern","Formality",0.024737176812789
"5273","modern","Formality",-0.00196717084471546
"5274","modern","Formality",0.00216365933391812
"5275","modern","Formality",-0.00684417377244339
"5276","modern","Formality",-0.014751580130718
"5277","modern","Formality",-0.00548570639950423
"5278","modern","Formality",0.000361662733530636
"5279","modern","Formality",0.0134614541973474
"5280","modern","Formality",-0.00189476618688713
"5281","modern","Formality",0.000336500435031951
"5282","modern","Formality",0.000407247349585222
"5283","modern","Formality",0.0156194410945896
"5284","modern","Formality",0.00600102528617462
"5285","modern","Formality",-0.000867888891234724
"5286","modern","Formality",0.000594801753154012
"5287","modern","Formality",0.0110011990506258
"5288","modern","Formality",0.00335104618035382
"5289","modern","Formality",-0.00671136935913207
"5290","modern","Formality",-0.00242376797574957
"5291","modern","Formality",-0.00355393799061108
"5292","modern","Formality",-0.00502400796483715
"5293","modern","Formality",-0.00595680618464913
"5294","modern","Formality",0.00732284102068985
"5295","modern","Formality",0.0101794800852478
"5296","modern","Formality",-0.00685981891992288
"5297","modern","Formality",-0.00470308378221284
"5298","modern","Formality",0.0140751827478174
"5299","modern","Formality",0.00374368706444989
"5300","modern","Formality",0.000696982633750099
"5301","modern","Formality",-0.0141276576665458
"5302","modern","Formality",0.018381291449862
"5303","modern","Formality",0.0151826122751098
"5304","modern","Formality",-0.0105881911354934
"5305","modern","Formality",-0.000240282714109833
"5306","modern","Formality",0.0229237168111157
"5307","modern","Formality",-0.0110657636765612
"5308","modern","Formality",0.00168897379466909
"5309","modern","Formality",-0.0105160559497296
"5310","modern","Formality",-0.00195495954125798
"5311","modern","Formality",-0.0147445330597942
"5312","modern","Formality",-0.00492870426133826
"5313","modern","Formality",-0.00189329498589731
"5314","modern","Formality",0.00420237860566802
"5315","modern","Formality",0.00790429201692394
"5316","modern","Formality",0.00300309927659802
"5317","modern","Formality",0.0159014710118679
"5318","modern","Formality",-0.00198663201209589
"5319","modern","Formality",-0.00408603355173884
"5320","modern","Formality",0.00376688453232029
"5321","modern","Formality",0.00187942653578188
"5322","modern","Formality",-0.00511649452754063
"5323","modern","Formality",0.00812451933300482
"5324","modern","Formality",0.0179351418516255
"5325","modern","Formality",0.00631467022858556
"5326","modern","Formality",-0.00499612835947397
"5327","modern","Formality",-0.0121154249560116
"5328","modern","Formality",-0.00896789927830464
"5329","modern","Formality",-0.0167842616656543
"5330","modern","Formality",-0.0128828983851097
"5331","modern","Formality",0.000368155007356358
"5332","modern","Formality",-0.000121385133281806
"5333","modern","Formality",-0.011857923502571
"5334","modern","Formality",-0.000573069122357509
"5335","modern","Formality",-0.00549956268999461
"5336","modern","Formality",-0.00940015440255525
"5337","modern","Formality",0.000266457216162999
"5338","modern","Formality",-0.0111490914562604
"5339","modern","Formality",-0.0133242376015836
"5340","modern","Formality",-0.00719040528834649
"5341","modern","Formality",0.00447477295763455
"5342","modern","Formality",-0.0138036336034333
"5343","modern","Formality",0.00230088504940073
"5344","modern","Formality",-0.00606665527140853
"5345","modern","Formality",-0.00836625017890928
"5346","modern","Formality",0.00175606390086064
"5347","modern","Formality",0.0066167355430142
"5348","modern","Formality",-0.0113345261928539
"5349","modern","Formality",0.008222481477146
"5350","modern","Formality",0.000109061296471919
"5351","modern","Formality",-0.00430267585238441
"5352","modern","Formality",-0.00544779285905718
"5353","modern","Formality",-0.00143412277015526
"5354","modern","Formality",-0.00087580088651617
"5355","modern","Formality",0.00857035641751335
"5356","modern","Formality",-0.0152788276095635
"5357","modern","Formality",-0.0111380134696321
"5358","modern","Formality",0.00662251233086496
"5359","modern","Formality",-0.00589364122247025
"5360","modern","Formality",0.021895971352327
"5361","modern","Formality",0.0105909538989001
"5362","modern","Formality",0.0198471476026218
"5363","modern","Formality",-0.00356404962797185
"5364","modern","Formality",0.00941277578084448
"5365","modern","Formality",-0.00234170655849667
"5366","modern","Formality",-0.0145244810639147
"5367","modern","Formality",-0.00765667250325411
"5368","modern","Formality",-0.00651740421941021
"5369","modern","Formality",-0.00108817620995137
"5370","modern","Formality",0.0105903124786787
"5371","modern","Formality",0.00811918884316791
"5372","modern","Formality",-0.0147727323382907
"5373","modern","Formality",0.0307528613508624
"5374","modern","Formality",-0.00739900030367675
"5375","modern","Formality",0.00280953455219268
"5376","modern","Formality",-0.00114935412461695
"5377","modern","Formality",0.00435342700221009
"5378","modern","Formality",-0.0104971502044747
"5379","modern","Formality",0.00869534844219142
"5380","modern","Formality",0.00453609431610125
"5381","modern","Formality",0.015683083009538
"5382","modern","Formality",0.0096883174869755
"5383","modern","Formality",0.00194097176771914
"5384","modern","Formality",0.00620725957280397
"5385","modern","Formality",-0.00679234464912867
"5386","modern","Formality",-0.0104653711664556
"5387","modern","Formality",-0.00146324694723482
"5388","modern","Formality",-0.0010906706661175
"5389","modern","Formality",-0.000248186868137741
"5390","modern","Formality",-0.00378472378186302
"5391","modern","Formality",0.00695597649615753
"5392","modern","Formality",-0.0106423897947141
"5393","modern","Formality",0.0048867970511411
"5394","modern","Formality",0.0319425826464356
"5395","modern","Formality",-0.00306436989419944
"5396","modern","Formality",0.00153044700143793
"5397","modern","Formality",0.0239729428157637
"5398","modern","Formality",0.00382286594030723
"5399","modern","Formality",0.010073676602338
"5400","modern","Formality",0.00135298150695878
"5401","modern","Formality",-0.0127251652915165
"5402","modern","Formality",-0.0136220082387215
"5403","modern","Formality",-0.000463764178819147
"5404","modern","Formality",-0.00979402610776367
"5405","modern","Formality",0.0205906585586538
"5406","modern","Formality",0.0123687965689476
"5407","modern","Formality",-0.0110990581220575
"5408","modern","Formality",-0.00828306311561865
"5409","modern","Formality",0.0138428341322327
"5410","modern","Formality",0.002729289834061
"5411","modern","Formality",0.000688903614086235
"5412","modern","Formality",0.00933816537271396
"5413","modern","Formality",0.00474120025771068
"5414","modern","Formality",-0.00341025682110196
"5415","modern","Formality",-0.0137795534831538
"5416","modern","Formality",0.00718880621242126
"5417","modern","Formality",-0.00609007215232629
"5418","modern","Formality",-0.00953293827519154
"5419","modern","Formality",0.00746299893884043
"5420","modern","Formality",0.00217160931382268
"5421","modern","Formality",0.0065698601032115
"5422","modern","Formality",0.0200586922077474
"5423","modern","Formality",-0.00999163893612846
"5424","modern","Formality",-0.00339241796930398
"5425","modern","Formality",0.00331547649286637
"5426","modern","Formality",0.00201703667156021
"5427","modern","Formality",0.00469775386058271
"5428","modern","Formality",0.000653426799996666
"5429","modern","Formality",-0.00228923382736441
"5430","modern","Formality",0.00762695423757772
"5431","modern","Formality",-0.000132175436818319
"5432","modern","Formality",-0.00769225531631814
"5433","modern","Formality",0.0105580438736995
"5434","modern","Formality",-0.00852416649077807
"5435","modern","Formality",-0.005222154879163
"5436","modern","Formality",-0.000108455190301736
"5437","modern","Formality",0.00212637155959577
"5438","modern","Formality",-0.00821622728196029
"5439","modern","Formality",-0.000673382591377419
"5440","modern","Formality",-0.0015690775336079
"5441","modern","Formality",-0.00577180425115852
"5442","modern","Formality",0.00874654282171435
"5443","modern","Formality",0.00712100522272965
"5444","modern","Formality",0.000295536845831159
"5445","modern","Formality",0.0178570336478001
"5446","modern","Formality",-0.0063949894102155
"5447","modern","Formality",0.00971976807306657
"5448","modern","Formality",-0.00418881335068937
"5449","modern","Formality",-0.0194441343594848
"5450","modern","Formality",0.00907237193570911
"5451","modern","Formality",0.00706573415844634
"5452","modern","Formality",0.00714834417934348
"5453","modern","Formality",0.00680054458319491
"5454","modern","Formality",-0.0167831537476681
"5455","modern","Formality",0.00339470051275223
"5456","modern","Formality",-0.00190634351363197
"5457","modern","Formality",-0.00286683718299036
"5458","modern","Formality",-0.00071669009035849
"5459","modern","Formality",0.0115605953280513
"5460","modern","Formality",0.0104441812299528
"5461","modern","Formality",-0.0135658240377354
"5462","modern","Formality",0.00809114408850467
"5463","modern","Formality",-0.00699326449776259
"5464","modern","Formality",-0.000301177519748226
"5465","modern","Formality",-0.00302557787766313
"5466","modern","Formality",0.00805093556088094
"5467","modern","Formality",0.00159872144942738
"5468","modern","Formality",-0.007046147673061
"5469","modern","Formality",0.00131815031782081
"5470","modern","Formality",-0.00426649238793528
"5471","modern","Formality",0.00739738756237851
"5472","modern","Formality",0.010760462481352
"5473","modern","Formality",0.00781001404030085
"5474","modern","Formality",-0.00378903453940564
"5475","modern","Formality",-0.0129382748517504
"5476","modern","Formality",-0.0038662647217072
"5477","modern","Formality",-0.016731696799793
"5478","modern","Formality",-0.00726574845593803
"5479","modern","Formality",-0.000181341517015852
"5480","modern","Formality",-0.014915525173323
"5481","modern","Formality",-0.000119688638304477
"5482","modern","Formality",-0.00719109938133626
"5483","modern","Formality",-0.00959669204164421
"5484","modern","Formality",0.00400772059460097
"5485","modern","Formality",-0.0127856861602743
"5486","modern","Formality",-0.00894702620231168
"5487","modern","Formality",0.00449041279238066
"5488","modern","Formality",-0.0135949767103849
"5489","modern","Formality",-7.86318063714017e-05
"5490","modern","Formality",0.00139089121201008
"5491","modern","Formality",-0.0162493301560868
"5492","modern","Formality",-0.0197552454689999
"5493","modern","Formality",-0.00271091172562028
"5494","modern","Formality",-0.00167772162425301
"5495","modern","Formality",-0.00425344565005197
"5496","modern","Formality",-0.010935768165047
"5497","modern","Formality",0.00609574339576802
"5498","modern","Formality",-0.000933207868488643
"5499","modern","Formality",0.0274707982007607
"5500","modern","Formality",-0.00765305100894365
"5501","modern","Formality",0.00199607728495766
"5502","modern","Formality",-0.00282829730821182
"5503","modern","Formality",0.00279936288378581
"5504","modern","Formality",-0.000781143120482607
"5505","modern","Formality",-0.00786903049638259
"5506","modern","Formality",-0.00515820329152054
"5507","modern","Formality",0.0167205327582482
"5508","modern","Formality",0.0103442061280692
"5509","modern","Formality",0.0148888978956987
"5510","modern","Formality",-0.0113876488673093
"5511","modern","Formality",-0.00560644886250968
"5512","modern","Formality",-0.000628809156105114
"5513","modern","Formality",0.00328963910789464
"5514","modern","Formality",0.00802156373087715
"5515","modern","Formality",-0.0108011317110314
"5516","modern","Formality",-0.00907453865020565
"5517","modern","Formality",0.00972437665619193
"5518","modern","Formality",-0.00458848568002289
"5519","modern","Formality",-0.00575187687011667
"5520","modern","Formality",0.0147772173932625
"5521","modern","Formality",0.00213532527677382
"5522","modern","Formality",-0.0105681855123782
"5523","modern","Formality",0.00175678893270948
"5524","modern","Formality",0.000432228560583731
"5525","modern","Formality",-0.00823240455508746
"5526","modern","Formality",-0.0140806077588519
"5527","modern","Formality",-0.00601349390207156
"5528","modern","Formality",0.00719306796212927
"5529","modern","Formality",0.0141735751665413
"5530","modern","Formality",0.00323012771529885
"5531","modern","Formality",-0.00979365529602029
"5532","modern","Formality",-0.00421784405775394
"5533","modern","Formality",-8.94392413422741e-05
"5534","modern","Formality",-0.00754378058396706
"5535","modern","Formality",0.00380022210471105
"5536","modern","Formality",0.0153953722745338
"5537","modern","Formality",-0.00174108349849083
"5538","modern","Formality",0.0148112342852668
"5539","modern","Formality",0.0016140463271564
"5540","modern","Formality",-0.0118856569935612
"5541","modern","Formality",-0.0138065053773104
"5542","modern","Formality",-0.00135134509984824
"5543","modern","Formality",-0.0234924226168036
"5544","modern","Formality",0.00622155355297552
"5545","modern","Formality",-0.0105549972057761
"5546","modern","Formality",-0.015935748682373
"5547","modern","Formality",-0.00453882312915301
"5548","modern","Formality",-0.00424352427673085
"5549","modern","Formality",-0.00354598130586654
"5550","modern","Formality",0.00248756989772668
"5551","modern","Formality",-0.00976854373838689
"5552","modern","Formality",-0.0142523865262546
"5553","modern","Formality",-0.00949048362617403
"5554","modern","Formality",-0.00780116686189369
"5555","modern","Formality",-0.00180415763281623
"5556","modern","Formality",-0.0012148308644828
"5557","modern","Formality",-0.00151268102215924
"5558","modern","Formality",-0.000328554006419753
"5559","modern","Formality",-0.00884837641432767
"5560","modern","Formality",0.00163999885923171
"5561","modern","Formality",0.0121749019436869
"5562","modern","Formality",0.0031479465768778
"5563","modern","Formality",-0.0141462625463116
"5564","modern","Formality",0.00175226881937947
"5565","modern","Formality",0.00406817819353396
"5566","modern","Formality",-0.00550755946172735
"5567","modern","Formality",-0.00423198621307437
"5568","modern","Formality",-0.009995799715492
"5569","modern","Formality",-0.0134962497599204
"5570","modern","Formality",0.0205707832821735
"5571","modern","Formality",0.00303477765678643
"5572","modern","Formality",-0.00224652848551641
"5573","modern","Formality",0.0127436325516007
"5574","modern","Formality",0.00756276746914982
"5575","modern","Formality",0.00592278025815706
"5576","modern","Formality",0.0294131599159004
"5577","modern","Formality",0.00228398618207574
"5578","modern","Formality",-0.00616043186237063
"5579","modern","Formality",0.00471692490158225
"5580","modern","Formality",0.00406892419221291
"5581","modern","Formality",-0.002309576397099
"5582","modern","Formality",0.000650194868253257
"5583","modern","Formality",0.00433224999241154
"5584","modern","Formality",0.00428917835606405
"5585","modern","Formality",0.0134342317231231
"5586","modern","Formality",-0.00737987383849895
"5587","modern","Formality",0.00446158683862858
"5588","modern","Formality",-0.000213516822442036
"5589","modern","Formality",0.00183780476425969
"5590","modern","Formality",0.0306807099996158
"5591","modern","Formality",0.0073943009495186
"5592","modern","Formality",0.0150681596906757
"5593","modern","Formality",-0.00400943598245366
"5594","modern","Formality",0.00570797923157588
"5595","modern","Formality",-0.0102562890274544
"5596","modern","Formality",-0.0164350716675198
"5597","modern","Formality",-0.00255464929322046
"5598","modern","Formality",0.00499072380388353
"5599","modern","Formality",0.00812724124234422
"5600","modern","Formality",-0.0164131850810967
"5601","modern","Formality",0.011176707868244
"5602","modern","Formality",0.01018852301089
"5603","modern","Formality",0.0121156535455984
"5604","modern","Formality",0.00878860029419397
"5605","modern","Formality",-0.00449673858162041
"5606","modern","Formality",0.000483993362891176
"5607","modern","Formality",-0.000143150549609404
"5608","modern","Formality",0.0185764444258534
"5609","modern","Formality",-0.00609104747926087
"5610","modern","Formality",-0.00771640995691656
"5611","modern","Formality",0.000132018157182145
"5612","modern","Formality",-0.018583707756277
"5613","modern","Formality",0.00728478099653541
"5614","modern","Formality",0.00202287655877367
"5615","modern","Formality",0.00533577444405007
"5616","modern","Formality",0.0103941494299082
"5617","modern","Formality",0.00305121977109286
"5618","modern","Formality",-0.0108698040174069
"5619","modern","Formality",-0.0153852949000417
"5620","modern","Formality",0.009449180505013
"5621","modern","Formality",0.0012264822853915
"5622","modern","Formality",-0.0124612283849281
"5623","modern","Formality",-0.0187915042990324
"5624","modern","Formality",0.0104282561554041
"5625","modern","Formality",0.00583202075995557
"5626","modern","Formality",0.0144814733224194
"5627","modern","Formality",-0.00519701297928765
"5628","modern","Formality",0.00052151600548524
"5629","modern","Formality",0.010479151345648
"5630","modern","Formality",-0.0118408212456298
"5631","modern","Formality",-0.0105107799225123
"5632","modern","Formality",-0.00435938271837527
"5633","modern","Formality",0.00397536028104784
"5634","modern","Formality",-0.000638124565307752
"5635","modern","Formality",0.0037041477139487
"5636","modern","Formality",0.00995066875572904
"5637","modern","Formality",-0.0133385928060355
"5638","modern","Formality",-0.0120924263036928
"5639","modern","Formality",0.0185884585899693
"5640","modern","Formality",-0.0146571258111213
"5641","modern","Formality",0.00351477692377241
"5642","modern","Formality",-0.00261549361368662
"5643","modern","Formality",0.00303481970408801
"5644","modern","Formality",0.010898352998765
"5645","modern","Formality",-0.0141111450945989
"5646","modern","Formality",-0.00712256085924669
"5647","modern","Formality",-0.0118321722293365
"5648","modern","Formality",-0.00544383348058613
"5649","modern","Formality",0.00174111173836771
"5650","modern","Formality",-9.77843522403148e-05
"5651","modern","Formality",-0.00430798148317478
"5652","modern","Formality",0.006499666195905
"5653","modern","Formality",-0.00518615642284081
"5654","modern","Formality",0.000652459768881043
"5655","modern","Formality",0.00259631089603779
"5656","modern","Formality",-0.000851261285825588
"5657","modern","Formality",-0.0132707207620863
"5658","modern","Formality",0.00633071189916513
"5659","modern","Formality",-0.00480810106581411
"5660","modern","Formality",0.00266230030046918
"5661","modern","Formality",-0.0152609573927513
"5662","modern","Formality",0.0124006441611146
"5663","modern","Formality",-0.0102138747495285
"5664","modern","Formality",-0.00968194240579776
"5665","modern","Formality",0.00198896083598621
"5666","modern","Formality",-0.0177256288982452
"5667","modern","Formality",0.0229278815395163
"5668","modern","Formality",0.000357955297944987
"5669","modern","Formality",-0.00167133387206412
"5670","modern","Formality",-0.0146633801483587
"5671","modern","Formality",-0.00866511910292848
"5672","modern","Formality",-0.00855580671588133
"5673","modern","Formality",0.00355973210876857
"5674","modern","Formality",-0.0130120157898691
"5675","modern","Formality",-0.0106275261872475
"5676","modern","Formality",0.0199402531981996
"5677","modern","Formality",-0.000578313273174489
"5678","modern","Formality",-0.00890703180341227
"5679","modern","Formality",0.00859343953376967
"5680","modern","Formality",-0.0129926418422291
"5681","modern","Formality",-0.00519994671611392
"5682","modern","Formality",0.00935867607483419
